reviewer_orcid,reviewer_title_doi,reviewer_title,reviewer_paper_attribure
1234,,Self-organizing Tuple Reconstruction in Column-stores,query tuples storage performed reconstructions columns mappings data section workloads access design multiple partially physically base attributes initiated 
1355,http://dx.doi.org/10.1145/2588555.2610500.,Fast and Unified Local Search for Random Walk Based K-Nearest-Neighbor Query in Large Graphs,method proximities local nodes graph measure searching efficiently flos research based hitting develop optimum neighbors database problem comprehensive properties global 
1301,,Data Conflict Resolution Using Trust Mappings,values database conflicts trusts data problem alice user bob solution constraint updates jar priority example project information belief propose scale 
959,,Indexing Multi-dimensional Data in a Cloud System,index query node databases servers route data based costs different photo cloud local scalability section algorithms support travel searching performance 
1022,,DDE: From Dewey to a Fully Dynamic XML Labeling Scheme,label queries schemes xml dewey dynamic dde making updating document efficiently approach relationships process ancestor ordering compact supported sql easily 
1379,,Bed-Tree: An All-Purpose Index Structure for String Similarity Search Based on Edit Distance,strings querying based similar edit indexes databases distance section efficiency threshold trees performance different information category weighting searching high extensively 
1140,,SQL Server Column Store Indexes,queries index data performs columns databases stores row table typical processed time sql d_year section improvement systems server fully 
996,,SpongeFiles: Mitigating Data Skew in MapReduce Using Distributed Memory,memories data skewness spills spongefile jobs disk mapreduce section large application task remote accessed page systems inputs node distribution clusters 
918,,Scalable Architecture and Query Optimization for Transaction-time DBs with Evolving Schemas,temporal databases schema tables information queried performance archive achieve employees technique manager previous dbms required new empno scalability major 
714,,How to Stop Under-Utilization and Love Multicores,scalability modern hardware multicores level major managers uniform accesses database tutorials processing broader recent cache research parallelize bottlenecks transaction 
1021,,Context-sensitive Ranking for Document Retrieval,query contexts ranked common term keywords pancreas statistics search perform retrieved documents mesh generated materialize citation related model section figure 
761,,Dictionary-based Order-preserving String Compression for Main Memory Column Stores,queries dictionaries new data string efficient indexes column compress encoded memory stored domain bulks different performance caches value integer analytical 
1235,,A Formal Approach to Finding Explanations for Database Queries,explanation data databases causal query affiliation edu dataset complex cubes papers industrial figure interventions algorithm based time works recursion relation 
